metrics,Aggregate,Male,Female
Acc,0.7265356265356266,0.7311475409836066,0.7196319018404908
Sens,0.7203208556149733,0.7451612903225806,0.6714285714285714
Spec,0.7318181818181818,0.7166666666666667,0.75
