metrics,Aggregate,Male,Female
Acc,0.6917936117936118,0.690655737704918,0.6934969325153374
Sens,0.7540106951871658,0.7338709677419355,0.7936507936507936
Spec,0.4909090909090909,0.48333333333333334,0.5
